,Nameabv,Name_long,Date,Title,Sen_len,Dialogue,Compound,neg,neu,pos,Textblob_Polarity,Textblob_Subjectivity,difference
8410,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,Our Constitution is a document in which we the people tell the government what its powers are.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4035,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,But it will only happen if we work together.,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2314,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,You slander them.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4027,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3530,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Laughter.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
2532,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,How do you figure that?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3527,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,But think about the climate change issue.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
632,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,"In Virginia, I met a 13-year-old boy named Joshua Davis.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3526,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Laughter.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3524,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Laughter.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
8413,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"And thus, the government can enforce the laws.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3522,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,I understand.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4028,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,It diminishes us in the eyes of the world.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3521,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Laughter.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
8414,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,But that has all been dictated by the people.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
342,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"Joining us tonight are the parents of Tyre Nichols, who had to bury him just last week.",0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.0
633,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,"He and his dad both have Type 1 diabetes, which means they need insulin every day.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
2309,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,ThatÕs what our people are doing.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2533,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,How do you figure that?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3516,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Laughter.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
335,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"Since then, weÕve recovered billions of taxpayer dollars.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
4031,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"Last year, I told you the watchdogs are back.",0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.0
3514,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
634,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,Insulin costs about $10 a vial to make.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3512,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3510,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3508,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Laughter.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3507,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,So the fact that theyÕve got a fancy degree -- you got to talk to them to see whether they know what theyÕre talking about.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
326,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,Children orphaned.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
314,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,LetÕs give public school teachers a raise.,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.0
3611,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3587,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3642,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
8301,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,But not everyone can travel across the continents and oceans.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8286,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,I think what I've just been talking about is perestroika and what its goals are.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2502,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,And V.A.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
392,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,We did it before.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8290,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,That is the future beckoning to your generation.,0.0,0.0,1.0,0.0,0.0,0.125,0.0
3646,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Use your logic and reason and words.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3645,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Go at them if theyÕre not making any sense.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2506,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,And so you couldnÕt get it done.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3997,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
8296,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,It's time to remove the barriers that keep people apart.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3641,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Stand up for what you believe in.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2328,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,How can it be any different than those things?,0.0,0.0,1.0,0.0,0.0,0.6,0.0
3640,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Debate it.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3637,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
378,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,Do something.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3636,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Make them defend their positions.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3633,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,I believe that's misguided.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4005,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,That's within our grasp.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4006,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3632,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3630,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
8312,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"In answer it says: ""Go ask that silence lingering in the air, above the birch and poplar there; beneath those trees the soldiers lie.",0.0,0.0,1.0,0.0,0.0,0.1,0.0
8314,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,But what of your one-time allies?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4008,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,He now works at a dance studio started by his grandparents.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8315,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,What of those who embraced you on the Elbe?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
382,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,But we know our work is not done.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8285,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"And, by the way, both Butch and Sundance made it, in case you didn't see the movie.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3995,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3648,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,And maybe youÕll learn something and realize you don't know everything.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7847,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,And the only way to make it last and grow and become permanent is to remember we're not there yet.,0.0,0.0,1.0,0.0,0.0,0.5333333333333333,0.0
3677,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Look at what Matthew is doing.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
415,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,A test for the world.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7850,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,"Theirs, for all its reforms, remains a one-party authoritarian system that institutionalizes the concentration of power.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
8251,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,It is the continuing revolution of the marketplace.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2490,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,Choice.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
414,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,A test for America.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7849,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,Our system is one of checks and balances.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
413,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,PutinÕs invasion has been a test for the ages.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2491,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"So if youÕre a veteran, for years and years, theyÕve wanted to do it for almost 50 years, we got it done.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
8256,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,America is a nation made up of hundreds of nationalities.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2492,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,We get a lot of things done.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2336,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,Thomas Jefferson.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8258,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"In America, you'll find Russians, Armenians, Ukrainians, peoples from Eastern Europe and Central Asia.",0.0,0.0,1.0,0.0,0.0,0.25,0.0
410,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,LetÕs remember the world is watching.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2493,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"And so if youÕre a veteran and you have to wait on line for one week, two weeks, three weeks, five weeks, seven weeks, two months.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3665,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,You have to be persistent.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3664,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,So you have to stick with it.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3657,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Just one.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8272,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"Zhivago.""",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3656,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
3655,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Except maybe I've got one last suggestion.,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.0
3652,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
402,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"And a pathway to citizenship for Dreamers, those on temporary status, farm workers, and essential workers.",0.0,0.0,1.0,0.0,0.0,0.3,0.0
2497,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,ItÕs never happened before.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
395,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"After Republicans let it expire, mass shootings tripled.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
2507,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"That was another one for decades and decades, they wanted to get it changed.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
2350,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,Davy Crockett.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8323,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"After a colonial revolution with Britain, we have cemented for all ages the ties of kinship between our nations.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
8335,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"Comparing his nation to a speeding troika, Gogol asks what will be its destination.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3619,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
2509,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,V.A.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3616,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
4010,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,That's American leadership.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3620,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,Each stage along the way required compromise.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3622,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,You forged allies.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2508,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"And I got it done with those people and your Congressman, your Congressman who IÕm going to introduce.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
3624,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,ThatÕs how democracy works.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
376,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,LetÕs do what we know in our hearts we need to do.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4013,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
375,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,We canÕt turn away.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2512,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,Get out.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4015,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,(Applause.),0.0,0.0,1.0,0.0,0.0,0.0,0.0
377,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,LetÕs come together and finish the job on police reform.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16507,JFK,John F. Kennedy,11-Jun-62,Yale University Commencement,155,The central domestic issues of our time are more subtle and less simple.,0.0,0.0,1.0,0.0,4.625929269271485e-18,0.29563492063492064,-4.625929269271485e-18
15118,LBJ,Lyndon B. Johnson,17-Jan-68,State of the Union Address,285,--And the other side must not take advantage of our restraint as they have in the past.,-0.1877,0.098,0.902,0.0,-0.1875,0.3125,-0.00020000000000000573
14864,LBJ,Lyndon B. Johnson,17-Jan-68,State of the Union Address,285,--And the other side must not take advantage of our restraint as they have in the past.,-0.1877,0.098,0.902,0.0,-0.1875,0.3125,-0.00020000000000000573
926,JBi,Joe Biden,06-Jan-22,Remarks on the Anniversary of the January 6th Assault on the US Capitol,181,The truth is that no electionÑno election in American history has been more closely scrutinized or more carefully counted.,0.2247,0.099,0.718,0.184,0.225,0.5,-0.0002999999999999947
14813,LBJ,Lyndon B. Johnson,31-Mar-68, Remarks on Decision not to Seek Re-Election,191,I pray that they will accept it as a means by which the sacrifices of their own people may be ended.,0.5994,0.0,0.776,0.224,0.6,1.0,-0.0005999999999999339
3572,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,"THE PRESIDENT:  Well, that's nice.",0.5994,0.0,0.38,0.62,0.6,1.0,-0.0005999999999999339
9491,RRe,Ronald Reagan,23-Aug-84,Republican National Convention,293,"And those words, in those assemblies, were greeted with spontaneous applause.",0.5994,0.0,0.647,0.353,0.6,0.9,-0.0005999999999999339
939,JBi,Joe Biden,06-Jan-22,Remarks on the Anniversary of the January 6th Assault on the US Capitol,181,HeÕs a defeated former presidentÑdefeated by a margin of over 7 million of your votes in a full and free and fair election.,0.3612,0.126,0.648,0.227,0.3625,0.5625,-0.0012999999999999678
2546,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"And because of the Chinese virus, what happened about three months ago, it looked like we were in big trouble and we were, and I got it back together.",-0.0516,0.087,0.833,0.08,-0.05,0.07500000000000001,-0.0015999999999999973
6551,BCl,Bill Clinton,27-Jan-00,State of the Union Address,318,"If we take the steps just discussed, we can go a long, long way toward empowering parents to succeed at home and at work and ensuring that no child is raised in poverty.",-0.0516,0.142,0.722,0.137,-0.05,0.4,-0.0015999999999999973
15736,LBJ,Lyndon B. Johnson,17-Nov-67, Press Conference,332,"At a time when the richest nation in the world is enjoying more prosperity than it has ever had before, when we carefully tailor our requests to the very minimum that we think is essential--the lowest request that we have had in years-and then Congress cuts it 33 1/3 percent; I think it is a mistake.",0.2732,0.115,0.752,0.133,0.275,0.6,-0.0018000000000000238
3244,DTr,Donald Trump,23-Apr-20,Task Force Briefing on the Coronavirus Pandemic,326,"AnotherÑanother weapon in the fight that we can add to it and, in the summer, we know that summer-like conditions are going to create an environment where the transmission can be decreased.",-0.4019,0.134,0.808,0.058,-0.4,0.7,-0.0018999999999999573
9283,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,"We go into the second round of our questioning, begin again with Jim Wieghart.",-0.1027,0.097,0.903,0.0,-0.1,0.2,-0.002699999999999994
276,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,They make it harder for you to pay the bills or afford that family trip.,-0.1027,0.091,0.909,0.0,-0.1,0.0,-0.002699999999999994
14150,RMN,Richard M. Nixon,23-Sep-52,"""Checkers"" Speech",246,"He gets enough money to pay for one trip a year, a round trip that is, for himself and his family between his home and Washington, D.C.
And then he gets an allowance to handle the people that work in his office, to handle his mail.",-0.1027,0.032,0.968,0.0,-0.1,0.45,-0.002699999999999994
1570,JBi,Joe Biden,01-Jun-21,Remarks Commemorating the 100th Anniversary of the Tulsa Race Massacre,336,"It said, ÒHistory teaches us not to hope on this side of the grave, but then, once in a lifetime, the longed-for tidal wave of justice rises up, and hope and history rhyme.Ó 

LetÕs make it rhyme.",-0.0031,0.153,0.741,0.106,0.0,0.0,-0.0031
2741,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"So I said, ÒGeneral, get ready because I may grab you so fast.Ó Because I canÕt fall with the fake news watching.",-0.1531,0.137,0.752,0.111,-0.15,0.75,-0.0031000000000000194
12297,GFo,Gerald Ford,10-Apr-75,Address on U.S. Foreign Policy,255,I recall quite vividly the words of President Truman to the Congress when the United States faced a far greater challenge at the end of the Second World War.,0.1779,0.116,0.687,0.197,0.18125,0.5625,-0.003349999999999992
8786,RRe,Ronald Reagan,21-Oct-84, Debate with Walter Mondale (Defense and Foreign Policy),307,I believe that we have a great interest in the Pacific Basin.,0.7964,0.0,0.53,0.47,0.8,0.75,-0.0036000000000000476
8269,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,The great culture of your diverse land speaks with a glowing passion to all humanity.,0.7964,0.0,0.628,0.372,0.8,0.75,-0.0036000000000000476
9623,RRe,Ronald Reagan,25-Jan-84,State of the Union Address,292,"Inflation has been beaten down from 12.4 to 3.2 percent, and that's a great victory for all the people.",0.3182,0.122,0.699,0.179,0.32222222222222224,0.5194444444444445,-0.00402222222222226
